date,time,temp ,spcond (ms/cm),ph,Ox,do_persent,turbidity ,chlorophyll ,phycocyanin ,sysbattery
9/6/2017,17:30:00,21.39,1.84,8.37,10.26,116.54,3.69,2.99,1.68,12.48
9/6/2017,17:45:00,21.38,1.84,8.36,10.25,116.39,4.08,2.97,1.7,12.5
9/6/2017,18:00:00,21.37,1.84,8.36,10.24,116.33,4.14,2.17,1.65,12.47
9/6/2017,18:15:00,21.37,1.84,8.32,10.13,115.09,3.81,2.6,1.63,12.49
9/6/2017,18:30:00,21.32,1.85,8.19,9.89,112.27,3.85,2.63,1.54,12.48
9/6/2017,18:45:00,21.32,1.84,8.2,9.92,112.53,3.81,3.05,1.58,12.5
9/6/2017,19:00:00,21.33,1.84,8.24,10.03,113.85,3.93,3.28,1.59,12.43
9/6/2017,19:15:00,21.33,1.83,8.25,10.1,114.65,4.06,3.16,1.68,12.5
9/6/2017,19:30:00,21.31,1.81,8.2,9.96,112.98,4.17,2.96,1.74,12.46
9/6/2017,19:45:00,21.3,1.81,8.18,9.92,112.57,4.28,2.75,1.78,12.48
9/6/2017,20:00:00,21.31,1.81,8.18,9.94,112.81,4.3,3.07,1.77,12.46
9/6/2017,20:15:00,21.29,1.81,8.16,9.88,112.01,4.2,3.4,1.85,12.48
9/6/2017,20:30:00,21.29,1.81,8.16,9.88,112.09,4.11,5.02,1.7,12.48
9/6/2017,20:45:00,21.28,1.81,8.17,9.88,112.05,4.11,2.29,1.75,12.46
9/6/2017,21:00:00,21.28,1.81,8.16,9.86,111.79,4.32,2.89,1.63,12.46
9/6/2017,21:15:00,21.26,1.81,8.15,9.81,111.18,4.08,3.24,1.81,12.46
9/6/2017,21:30:00,21.25,1.81,8.13,9.79,110.98,3.88,2.86,1.66,12.49
9/6/2017,21:45:00,21.25,1.81,8.15,9.78,110.88,3.85,2.52,1.73,12.49
9/6/2017,22:00:00,21.24,1.81,8.13,9.75,110.49,4.27,2.85,1.76,12.43
9/6/2017,22:15:00,21.22,1.81,8.09,9.69,109.75,4.03,2.34,1.74,12.46
9/6/2017,22:30:00,21.23,1.81,8.09,9.68,109.67,4.0,2.63,1.71,12.45
9/6/2017,22:45:00,21.22,1.81,8.09,9.69,109.69,3.98,2.75,1.75,12.46
9/6/2017,23:00:00,21.21,1.81,8.05,9.6,108.74,4.25,2.38,1.78,12.45
9/6/2017,23:15:00,21.2,1.81,8.04,9.54,108.0,3.85,2.34,1.74,12.44
9/6/2017,23:30:00,21.19,1.81,8.08,9.58,108.44,4.09,2.47,1.62,12.46
9/6/2017,23:45:00,21.19,1.81,8.03,9.42,106.58,3.91,2.52,1.76,12.44
9/7/2017,0:00:00,21.18,1.81,7.99,9.31,105.4,3.57,2.54,1.67,12.46
9/7/2017,0:15:00,21.17,1.81,8.0,9.41,106.44,4.24,2.4,1.72,12.47
9/7/2017,0:30:00,21.17,1.81,8.02,9.45,106.96,3.98,2.26,1.69,12.45
9/7/2017,0:45:00,21.17,1.81,8.01,9.45,106.91,3.65,2.16,1.61,12.43
9/7/2017,1:00:00,21.17,1.81,7.99,9.44,106.78,4.07,2.56,1.77,12.45
9/7/2017,1:15:00,21.14,1.8,7.98,9.45,106.89,4.16,2.31,1.75,12.43
9/7/2017,1:30:00,21.12,1.81,7.98,9.36,105.8,4.18,2.11,1.83,12.51
9/7/2017,1:45:00,21.12,1.81,7.98,9.42,106.48,3.79,2.23,1.64,12.44
9/7/2017,2:00:00,21.1,1.8,7.96,9.32,105.32,3.68,2.86,1.7,12.37
9/7/2017,2:15:00,21.08,1.8,7.92,9.23,104.3,3.82,2.29,1.72,12.45
9/7/2017,2:30:00,20.9,1.73,7.76,8.95,100.66,3.52,2.09,1.52,12.45
9/7/2017,2:45:00,20.94,1.75,7.82,9.02,101.52,3.77,1.9,1.6,12.44
9/7/2017,3:00:00,20.99,1.78,7.84,9.13,102.88,3.92,2.28,1.56,12.44
9/7/2017,3:15:00,21.0,1.79,7.86,9.09,102.47,3.52,2.67,1.71,12.41
9/7/2017,3:30:00,20.99,1.78,7.87,9.08,102.36,3.72,2.29,1.65,12.45
9/7/2017,3:45:00,20.96,1.78,7.82,9.03,101.74,3.67,2.64,1.78,12.43
9/7/2017,4:00:00,20.95,1.78,7.81,8.95,100.79,3.58,2.5,1.67,12.41
9/7/2017,4:15:00,20.94,1.78,7.81,9.02,101.6,3.67,2.13,1.64,12.44
9/7/2017,4:30:00,20.94,1.78,7.8,9.0,101.37,3.56,2.49,1.62,12.44
9/7/2017,4:45:00,20.91,1.78,7.76,8.9,100.2,3.7,2.0,1.62,12.41
9/7/2017,5:00:00,20.9,1.79,7.83,8.99,101.18,3.57,2.08,1.54,12.44
9/7/2017,5:15:00,20.89,1.79,7.77,8.91,100.26,3.44,2.14,1.53,12.43
9/7/2017,5:30:00,20.88,1.79,7.76,8.91,100.23,3.4,1.82,1.68,12.44
9/7/2017,5:45:00,20.88,1.8,7.79,8.98,101.02,3.35,2.19,1.59,12.42
9/7/2017,6:00:00,20.87,1.8,7.83,9.02,101.43,3.47,2.01,1.75,12.41
9/7/2017,6:15:00,20.88,1.8,7.82,9.07,102.02,3.67,2.5,1.74,12.39
9/7/2017,6:30:00,20.87,1.8,7.83,9.0,101.24,3.79,2.21,1.58,12.39
9/7/2017,6:45:00,20.88,1.81,7.83,9.11,102.44,3.76,2.79,1.65,12.38
9/7/2017,7:00:00,20.86,1.81,7.83,8.94,100.59,3.85,2.44,1.62,12.38
9/7/2017,7:15:00,20.87,1.81,7.82,9.08,102.17,3.64,2.33,1.6,12.45
9/7/2017,7:30:00,20.85,1.8,7.8,8.9,100.09,3.6,2.04,1.51,12.43
9/7/2017,7:45:00,20.84,1.8,7.76,8.78,98.69,3.51,2.04,1.38,12.45
9/7/2017,8:00:00,20.84,1.8,7.73,8.76,98.53,3.28,1.83,1.4,12.39
9/7/2017,8:15:00,20.87,1.82,7.83,9.04,101.7,3.68,1.87,1.6,12.43
9/7/2017,8:30:00,20.86,1.82,7.86,9.09,102.28,3.46,2.5,1.61,12.4
9/7/2017,8:45:00,20.87,1.82,7.86,9.15,102.88,3.66,2.27,1.58,12.47
9/7/2017,9:00:00,20.87,1.82,7.87,9.15,102.96,3.53,2.11,1.66,12.46
9/7/2017,9:15:00,20.86,1.83,7.89,9.17,103.08,3.72,2.17,1.68,12.41
9/7/2017,9:30:00,20.87,1.83,7.97,9.36,105.23,3.74,2.36,1.79,12.56
9/7/2017,9:45:00,20.9,1.83,8.01,9.52,107.14,3.85,2.41,1.89,12.81
9/7/2017,10:00:00,20.92,1.83,8.06,9.55,107.51,3.75,2.54,1.81,12.59
9/7/2017,10:15:00,20.96,1.83,8.12,9.7,109.3,3.79,1.96,1.84,12.77
9/7/2017,10:30:00,20.99,1.83,8.16,9.79,110.41,4.07,2.49,1.86,12.74
9/7/2017,10:45:00,20.99,1.84,8.16,9.8,110.51,3.84,3.01,1.9,12.67
9/7/2017,11:00:00,21.0,1.84,8.18,9.83,110.81,4.02,2.42,1.93,12.76
9/7/2017,11:15:00,21.01,1.84,8.23,9.87,111.36,4.04,2.26,1.9,12.73
9/7/2017,11:30:00,21.01,1.84,8.25,9.9,111.72,4.06,2.29,1.96,12.8
9/7/2017,11:45:00,21.03,1.83,8.27,9.95,112.3,4.05,3.66,1.96,12.87
9/7/2017,12:00:00,21.08,1.84,8.29,10.05,113.52,4.02,2.54,1.93,13.01
9/7/2017,12:15:00,21.23,1.84,8.25,9.97,112.91,4.1,2.41,2.0,12.98
9/7/2017,12:30:00,21.33,1.84,8.32,10.07,114.26,4.11,2.6,1.97,13.05
9/7/2017,12:45:00,21.35,1.84,8.38,10.28,116.78,4.1,2.07,1.86,12.94
9/7/2017,13:00:00,21.21,1.85,8.32,10.11,114.48,4.11,2.19,1.93,12.94
9/7/2017,13:15:00,21.25,1.85,8.35,10.15,115.08,4.13,2.34,1.87,12.98
9/7/2017,13:30:00,21.25,1.85,8.31,10.12,114.7,4.02,2.39,1.94,12.94
9/7/2017,13:45:00,21.28,1.85,8.36,10.17,115.34,4.07,2.21,1.92,12.91
9/7/2017,14:00:00,21.28,1.85,8.36,10.2,115.69,4.03,2.35,1.93,12.99
9/7/2017,14:15:00,21.35,1.85,8.4,10.26,116.54,4.18,2.79,1.89,12.93
9/7/2017,14:30:00,21.44,1.84,8.43,10.32,117.35,4.14,2.47,1.89,13.09
9/7/2017,14:45:00,21.49,1.84,8.46,10.43,118.73,4.21,2.39,1.86,13.05
9/7/2017,15:00:00,21.46,1.85,8.46,10.41,118.49,4.13,2.52,1.85,12.85
9/7/2017,15:15:00,21.48,1.85,8.48,10.47,119.25,4.13,2.57,1.89,12.89
9/7/2017,15:30:00,21.55,1.85,8.51,10.59,120.76,4.26,2.3,1.94,13.1
9/7/2017,15:45:00,21.55,1.85,8.48,10.5,119.75,4.4,2.45,1.87,13.01
9/7/2017,16:00:00,21.82,1.85,8.55,10.71,122.71,4.28,2.49,1.83,12.91
9/7/2017,16:15:00,21.84,1.85,8.58,10.77,123.46,4.1,2.29,1.84,13.05
9/7/2017,16:30:00,21.88,1.85,8.62,10.81,124.0,4.18,2.13,1.73,13.06
9/7/2017,16:45:00,21.86,1.85,8.62,10.9,125.04,4.01,2.36,1.84,12.91
9/7/2017,17:00:00,21.81,1.85,8.62,10.89,124.79,4.18,2.62,1.85,12.78
9/7/2017,17:15:00,21.79,1.85,8.64,10.95,125.42,4.29,2.51,1.81,12.74
9/7/2017,17:30:00,21.76,1.85,8.62,10.96,125.44,4.25,2.52,1.85,12.9
9/7/2017,17:45:00,21.55,1.86,8.52,10.6,120.81,4.32,2.61,1.78,12.83
9/7/2017,18:00:00,21.5,1.86,8.52,10.57,120.33,4.25,2.72,1.88,12.93
9/7/2017,18:15:00,21.45,1.86,8.52,10.62,120.8,4.16,1.88,1.84,12.83
9/7/2017,18:30:00,21.42,1.87,8.5,10.57,120.26,4.37,2.33,1.86,12.78
9/7/2017,18:45:00,21.39,1.86,8.51,10.53,119.71,4.44,2.37,1.85,12.69
9/7/2017,19:00:00,21.36,1.87,8.49,10.52,119.44,4.34,2.41,1.86,12.71
9/7/2017,19:15:00,21.36,1.87,8.45,10.43,118.49,4.26,2.19,1.8,12.6
9/7/2017,19:30:00,21.34,1.87,8.42,10.39,117.97,4.65,2.44,1.86,12.62
9/7/2017,19:45:00,21.33,1.87,8.4,10.32,117.14,4.1,2.44,1.85,12.62
9/7/2017,20:00:00,21.31,1.88,8.4,10.28,116.67,4.11,2.44,1.78,12.59
9/7/2017,20:15:00,21.27,1.88,8.4,10.28,116.57,4.24,2.22,1.83,12.67
9/7/2017,20:30:00,21.23,1.88,8.37,10.25,116.07,4.05,2.2,1.89,12.6
9/7/2017,20:45:00,21.26,1.89,8.36,10.25,116.15,3.96,2.31,1.83,12.57
9/7/2017,21:00:00,21.24,1.89,8.36,10.22,115.84,4.1,3.6,1.79,12.62
9/7/2017,21:15:00,21.2,1.88,8.38,10.2,115.53,4.34,2.12,1.91,12.61
9/7/2017,21:30:00,21.21,1.88,8.38,10.21,115.59,4.33,2.94,1.83,12.59
9/7/2017,21:45:00,21.2,1.88,8.38,10.18,115.32,4.15,2.81,1.87,12.6
9/7/2017,22:00:00,21.2,1.89,8.35,10.1,114.4,4.06,2.02,1.77,12.57
9/7/2017,22:15:00,21.17,1.89,8.33,10.08,114.09,4.17,2.15,1.83,12.57
9/7/2017,22:30:00,21.17,1.89,8.34,10.07,113.99,4.14,2.02,1.87,12.57
9/7/2017,22:45:00,21.16,1.89,8.34,10.08,114.06,4.25,2.15,1.85,12.55
9/7/2017,23:00:00,21.14,1.88,8.32,10.07,113.92,3.96,2.22,2.03,12.55
9/7/2017,23:15:00,21.13,1.89,8.34,10.07,113.9,3.98,1.86,1.84,12.55
9/7/2017,23:30:00,21.12,1.89,8.3,10.07,113.79,4.22,2.41,1.86,12.55
9/7/2017,23:45:00,21.11,1.89,8.3,10.0,113.06,4.03,1.96,1.87,12.51
9/8/2017,0:00:00,21.1,1.89,8.29,9.99,112.9,4.01,2.4,1.84,12.51
9/8/2017,0:15:00,21.08,1.89,8.31,9.99,112.8,3.96,1.98,1.83,12.54
9/8/2017,0:30:00,21.07,1.89,8.28,9.94,112.29,4.05,2.06,1.86,12.51
9/8/2017,0:45:00,21.03,1.89,8.27,9.96,112.45,3.83,2.47,1.83,12.51
9/8/2017,1:00:00,21.03,1.89,8.27,9.95,112.29,3.93,2.33,1.89,12.54
9/8/2017,1:15:00,21.02,1.89,8.25,9.92,111.94,4.06,2.04,1.83,12.5
9/8/2017,1:30:00,21.01,1.9,8.27,9.92,111.95,3.98,1.96,1.88,12.48
9/8/2017,1:45:00,20.99,1.9,8.24,9.88,111.37,3.88,2.86,1.86,12.51
9/8/2017,2:00:00,21.02,1.91,8.26,9.89,111.6,4.07,2.1,1.88,12.46
9/8/2017,2:15:00,21.0,1.91,8.21,9.85,111.07,3.86,2.48,1.85,12.5
9/8/2017,2:30:00,20.98,1.91,8.24,9.85,111.01,4.04,2.57,1.94,12.46
9/8/2017,2:45:00,20.97,1.91,8.2,9.8,110.51,3.88,2.19,1.97,12.48
9/8/2017,3:00:00,20.95,1.91,8.19,9.76,109.98,3.84,2.08,1.94,12.46
9/8/2017,3:15:00,20.93,1.91,8.17,9.74,109.74,3.92,2.04,1.93,12.46
9/8/2017,3:30:00,20.91,1.91,8.14,9.72,109.44,4.0,2.04,1.82,12.46
9/8/2017,3:45:00,20.88,1.91,8.18,9.78,110.01,3.98,2.18,1.95,12.46
9/8/2017,4:00:00,20.87,1.91,8.19,9.75,109.72,3.98,2.59,1.91,12.46
9/8/2017,4:15:00,20.86,1.92,8.17,9.73,109.5,3.91,1.99,1.93,12.46
9/8/2017,4:30:00,20.84,1.92,8.14,9.71,109.2,4.13,2.06,2.0,12.44
9/8/2017,4:45:00,20.79,1.92,8.16,9.71,109.04,3.99,2.47,2.0,12.44
9/8/2017,5:00:00,20.8,1.92,8.13,9.7,108.97,4.15,2.59,2.0,12.43
9/8/2017,5:15:00,20.79,1.92,8.11,9.66,108.54,3.91,2.19,1.9,12.46
9/8/2017,5:30:00,20.76,1.92,8.12,9.65,108.4,4.03,2.39,2.04,12.45
9/8/2017,5:45:00,20.77,1.93,8.11,9.65,108.34,4.01,2.42,1.96,12.45
9/8/2017,6:00:00,20.75,1.93,8.11,9.62,108.01,4.28,2.18,2.01,12.4
9/8/2017,6:15:00,20.71,1.93,8.08,9.58,107.43,3.94,2.07,1.92,12.43
9/8/2017,6:30:00,20.71,1.93,8.09,9.6,107.65,4.08,2.0,1.97,12.43
9/8/2017,6:45:00,20.7,1.93,8.1,9.57,107.34,4.15,1.74,1.92,12.39
9/8/2017,7:00:00,20.69,1.93,8.09,9.56,107.21,4.08,1.94,1.91,12.39
9/8/2017,7:15:00,20.67,1.93,8.06,9.49,106.34,3.99,2.17,1.99,12.43
9/8/2017,7:30:00,20.63,1.93,8.03,9.46,105.92,3.99,1.96,1.9,12.39
9/8/2017,7:45:00,20.63,1.93,8.04,9.45,105.81,3.98,1.85,1.89,12.4
9/8/2017,8:00:00,20.64,1.92,8.1,9.62,107.81,4.06,2.16,1.88,12.43
9/8/2017,8:15:00,20.64,1.92,8.12,9.63,107.88,4.0,1.91,2.0,12.7
9/8/2017,8:30:00,20.68,1.92,8.19,9.76,109.47,4.04,1.95,2.03,12.61
9/8/2017,8:45:00,20.73,1.93,8.2,9.84,110.41,4.3,2.14,2.01,12.71
9/8/2017,9:00:00,20.75,1.93,8.21,9.9,111.12,4.08,2.35,1.97,12.63
9/8/2017,9:15:00,20.75,1.93,8.25,9.92,111.37,4.16,2.33,1.92,12.79
9/8/2017,9:30:00,20.74,1.93,8.24,9.93,111.51,4.17,2.1,2.0,12.83
9/8/2017,9:45:00,20.78,1.93,8.27,10.01,112.47,4.37,1.97,1.97,12.94
9/8/2017,10:00:00,20.8,1.93,8.29,10.07,113.19,4.52,1.93,2.02,12.85
9/8/2017,10:15:00,20.85,1.93,8.32,10.1,113.58,4.09,2.06,1.95,12.91
9/8/2017,10:30:00,20.78,1.92,8.19,9.83,110.36,3.92,2.05,1.95,12.98
9/8/2017,10:45:00,20.94,1.93,8.3,10.03,112.97,4.34,1.83,2.03,13.01
9/8/2017,11:00:00,20.94,1.93,8.3,10.08,113.6,4.27,1.95,1.91,12.98
9/8/2017,11:15:00,20.88,1.93,8.29,10.01,112.62,4.22,1.94,1.94,12.94
9/8/2017,11:30:00,20.87,1.93,8.24,9.9,111.34,4.98,2.61,2.27,12.98
9/8/2017,11:45:00,21.1,1.93,8.41,10.22,115.53,4.51,1.85,2.01,13.05
9/8/2017,12:00:00,21.5,1.93,8.41,10.31,117.42,4.09,2.15,1.97,13.01
9/8/2017,12:15:00,21.58,1.93,8.48,10.47,119.49,4.5,1.94,1.86,12.94
9/8/2017,12:30:00,21.61,1.93,8.53,10.56,120.57,4.28,1.98,1.92,13.11
9/8/2017,12:45:00,21.52,1.93,8.54,10.62,120.96,4.34,1.86,1.94,13.09
9/8/2017,13:00:00,21.64,1.93,8.5,10.59,120.99,4.44,1.57,1.93,13.15
9/8/2017,13:15:00,21.6,1.93,8.53,10.62,121.21,4.25,1.73,1.87,13.09
9/8/2017,13:30:00,21.59,1.93,8.56,10.76,122.77,4.48,2.16,1.93,13.13
9/8/2017,13:45:00,21.6,1.93,8.58,10.85,123.87,4.46,1.9,1.89,13.15
9/8/2017,14:00:00,21.69,1.93,8.61,10.96,125.26,4.61,1.94,1.94,12.89
9/8/2017,14:15:00,21.65,1.93,8.57,10.8,123.38,4.36,1.94,1.83,12.89
9/8/2017,14:30:00,21.57,1.93,8.59,10.8,123.2,4.18,2.08,1.92,13.18
9/8/2017,14:45:00,21.75,1.92,8.6,10.89,124.62,4.48,1.63,1.89,13.2
9/8/2017,15:00:00,21.73,1.92,8.65,10.94,125.13,4.66,1.86,1.9,13.07
9/8/2017,15:15:00,21.95,1.93,8.65,10.97,126.03,4.71,1.96,1.82,12.89
9/8/2017,15:30:00,21.61,1.92,8.61,10.9,124.44,4.67,2.2,1.89,12.76
9/8/2017,15:45:00,21.5,1.9,8.56,10.83,123.32,4.66,2.03,1.89,12.73
9/8/2017,16:00:00,21.47,1.9,8.55,10.81,123.0,4.49,1.86,1.89,12.8
9/8/2017,16:15:00,21.44,1.89,8.55,10.82,123.08,4.73,1.84,1.92,12.78
9/8/2017,16:30:00,21.42,1.89,8.56,10.83,123.15,4.62,2.09,1.84,12.77
9/8/2017,16:45:00,21.4,1.89,8.54,10.8,122.74,4.6,2.24,1.91,12.76
9/8/2017,17:00:00,21.4,1.89,8.54,10.83,123.15,4.66,1.97,1.87,12.84
9/8/2017,17:15:00,21.41,1.89,8.58,10.9,123.95,4.59,1.78,1.92,12.74
9/8/2017,17:30:00,21.38,1.9,8.58,10.9,123.84,4.81,1.96,1.89,12.7
9/8/2017,17:45:00,21.36,1.89,8.56,10.87,123.48,4.43,1.87,1.9,12.69
9/8/2017,18:00:00,21.33,1.89,8.54,10.81,122.73,4.85,2.06,1.94,12.68
9/8/2017,18:15:00,21.29,1.89,8.51,10.66,120.98,4.73,2.26,1.84,12.63
9/8/2017,18:30:00,21.29,1.89,8.49,10.7,121.44,4.57,2.19,1.9,12.62
9/8/2017,18:45:00,21.29,1.89,8.47,10.67,121.06,4.49,1.89,1.86,12.6
9/8/2017,19:00:00,21.26,1.89,8.5,10.72,121.49,4.46,2.57,1.85,12.6
9/8/2017,19:15:00,21.27,1.89,8.49,10.63,120.51,4.31,2.26,1.86,12.6
9/8/2017,19:30:00,21.26,1.89,8.45,10.51,119.2,4.39,2.16,1.94,12.6
9/8/2017,19:45:00,21.25,1.9,8.45,10.51,119.12,4.22,2.59,1.97,12.58
9/8/2017,20:00:00,21.26,1.91,8.49,10.62,120.41,4.47,2.17,1.97,12.59
9/8/2017,20:15:00,21.23,1.9,8.46,10.57,119.78,4.42,2.73,1.84,12.59
9/8/2017,20:30:00,21.21,1.9,8.45,10.55,119.5,4.48,1.92,1.94,12.6
9/8/2017,20:45:00,21.2,1.9,8.44,10.48,118.65,4.4,2.01,1.93,12.57
9/8/2017,21:00:00,21.18,1.9,8.43,10.43,118.03,4.59,2.18,1.83,12.68
9/8/2017,21:15:00,21.17,1.9,8.39,10.39,117.58,4.41,2.42,1.99,12.57
9/8/2017,21:30:00,21.14,1.9,8.4,10.41,117.78,4.61,2.05,1.93,12.58
9/8/2017,21:45:00,21.15,1.9,8.37,10.33,116.86,4.38,1.87,1.93,12.56
9/8/2017,22:00:00,21.13,1.9,8.42,10.38,117.36,4.7,2.38,2.04,12.51
9/8/2017,22:15:00,21.11,1.9,8.41,10.36,117.1,4.75,2.34,1.95,12.62
9/8/2017,22:30:00,21.11,1.9,8.42,10.37,117.29,4.44,2.03,1.95,12.54
9/8/2017,22:45:00,21.08,1.9,8.4,10.32,116.54,4.74,2.32,2.05,12.56
9/8/2017,23:00:00,21.09,1.9,8.36,10.22,115.48,4.45,2.2,2.06,12.62
9/8/2017,23:15:00,21.08,1.9,8.32,10.09,114.03,5.4,2.09,2.2,12.54
9/8/2017,23:30:00,21.07,1.9,8.28,10.1,114.09,5.17,2.34,2.16,12.56
9/8/2017,23:45:00,21.06,1.9,8.34,10.2,115.24,4.8,2.08,2.14,12.52
9/9/2017,0:00:00,21.05,1.9,8.31,10.17,114.88,4.55,1.89,2.12,12.51
9/9/2017,0:15:00,21.04,1.9,8.34,10.21,115.21,4.54,2.11,2.13,12.5
9/9/2017,0:30:00,21.05,1.91,8.32,10.2,115.18,4.65,2.06,2.16,12.51
9/9/2017,0:45:00,21.0,1.91,8.3,10.13,114.26,4.47,2.1,2.1,12.52
9/9/2017,1:00:00,21.02,1.92,8.31,10.18,114.94,4.98,1.96,2.15,12.51
9/9/2017,1:15:00,21.01,1.91,8.25,10.11,114.03,4.46,2.41,2.28,12.51
9/9/2017,1:30:00,20.99,1.91,8.27,10.16,114.55,4.51,2.45,2.1,12.5
9/9/2017,1:45:00,20.99,1.92,8.25,10.11,114.02,4.41,2.11,2.12,12.49
9/9/2017,2:00:00,20.97,1.92,8.27,10.15,114.46,4.52,1.93,2.15,12.49
9/9/2017,2:15:00,20.95,1.92,8.24,10.07,113.46,4.85,2.02,2.09,12.46
9/9/2017,2:30:00,20.95,1.92,8.23,10.08,113.56,4.48,1.86,2.22,12.47
9/9/2017,2:45:00,20.96,1.92,8.26,10.08,113.57,4.55,2.16,2.11,12.5
9/9/2017,3:00:00,20.92,1.92,8.25,10.13,114.15,4.65,1.95,2.21,12.46
9/9/2017,3:15:00,20.93,1.93,8.24,10.12,113.97,4.72,2.48,2.26,12.46
9/9/2017,3:30:00,20.9,1.93,8.25,10.1,113.74,4.75,2.1,2.13,12.44
9/9/2017,3:45:00,20.89,1.93,8.21,10.0,112.62,4.64,2.32,2.19,12.44
9/9/2017,4:00:00,20.89,1.93,8.22,10.05,113.09,4.73,2.0,2.14,12.46
9/9/2017,4:15:00,20.88,1.93,8.2,9.95,111.99,4.7,2.24,2.09,12.43
9/9/2017,4:30:00,20.86,1.93,8.21,10.01,112.6,4.18,4.47,2.29,12.43
9/9/2017,4:45:00,20.84,1.93,8.15,9.87,110.98,4.17,2.02,2.2,12.47
9/9/2017,5:00:00,20.82,1.93,8.18,9.97,112.11,4.63,2.23,2.24,12.43
9/9/2017,5:15:00,20.8,1.93,8.18,9.99,112.21,4.82,2.41,2.31,12.4
9/9/2017,5:30:00,20.8,1.93,8.18,9.97,112.04,4.65,2.46,2.29,12.43
9/9/2017,5:45:00,20.75,1.93,8.14,9.89,111.06,4.68,2.67,2.21,12.38
9/9/2017,6:00:00,20.77,1.93,8.14,9.92,111.38,4.83,2.23,2.35,12.39
9/9/2017,6:15:00,20.75,1.93,8.19,9.92,111.33,4.82,2.7,2.18,12.43
9/9/2017,6:30:00,20.75,1.93,8.18,9.93,111.5,4.19,2.02,2.09,12.39
9/9/2017,6:45:00,20.74,1.92,8.16,9.91,111.22,4.63,2.32,2.12,12.38
9/9/2017,7:00:00,20.72,1.91,8.17,9.9,111.1,4.86,2.04,2.17,12.39
9/9/2017,7:15:00,20.72,1.92,8.16,9.88,110.86,4.97,2.04,2.25,12.46
9/9/2017,7:30:00,20.7,1.93,8.13,9.83,110.28,4.44,2.39,2.08,12.43
9/9/2017,7:45:00,20.68,1.93,8.15,9.89,110.85,4.72,1.9,2.17,12.39
9/9/2017,8:00:00,20.67,1.93,8.14,9.87,110.63,4.69,1.89,2.12,12.4
9/9/2017,8:15:00,20.7,1.92,8.15,9.91,111.12,4.53,2.99,2.09,12.46
9/9/2017,8:30:00,20.7,1.93,8.12,9.85,110.42,4.84,1.73,2.08,12.62
9/9/2017,8:45:00,20.71,1.93,8.16,9.91,111.14,4.83,2.34,2.09,12.68
9/9/2017,9:00:00,20.7,1.93,8.17,9.92,111.24,4.38,2.75,2.15,12.6
9/9/2017,9:15:00,20.74,1.93,8.19,10.02,112.51,4.51,2.33,2.25,12.71
9/9/2017,9:30:00,20.74,1.93,8.19,10.0,112.21,4.6,2.11,2.11,12.83
9/9/2017,9:45:00,20.71,1.93,8.19,9.98,111.95,4.4,2.0,2.13,12.74
9/9/2017,10:00:00,20.7,1.94,8.18,9.95,111.58,4.58,2.21,2.27,12.82
9/9/2017,10:15:00,20.72,1.93,8.17,9.99,112.05,4.26,2.07,2.16,12.96
9/9/2017,10:30:00,20.73,1.93,8.19,9.99,112.1,4.43,2.35,2.09,12.93
9/9/2017,10:45:00,20.78,1.93,8.18,9.98,112.09,4.43,2.05,2.07,12.85
9/9/2017,11:00:00,20.78,1.93,8.13,9.87,110.9,3.99,2.38,1.91,12.81
9/9/2017,11:15:00,20.91,1.94,8.25,10.14,114.24,4.09,2.37,2.14,13.06
9/9/2017,11:30:00,21.09,1.93,8.37,10.42,117.75,4.56,2.27,2.03,12.83
9/9/2017,11:45:00,21.09,1.94,8.4,10.46,118.23,4.5,2.02,2.15,13.05
9/9/2017,12:00:00,21.13,1.94,8.31,10.24,115.75,4.96,1.91,2.34,13.01
9/9/2017,12:15:00,20.92,1.94,8.15,9.78,110.16,5.32,1.91,2.57,13.04
9/9/2017,12:30:00,20.99,1.94,8.24,10.02,113.05,4.3,2.06,2.31,13.04
9/9/2017,12:45:00,20.82,1.95,8.19,9.97,112.12,4.85,1.71,2.17,12.89
9/9/2017,13:00:00,20.88,1.95,8.35,10.36,116.65,4.6,1.83,2.19,12.94
9/9/2017,13:15:00,20.85,1.96,8.37,10.45,117.6,4.72,1.57,2.28,12.95
9/9/2017,13:30:00,21.06,1.95,8.41,10.52,118.82,4.54,1.68,2.28,12.84
9/9/2017,13:45:00,20.98,1.95,8.42,10.49,118.3,4.14,2.01,2.08,12.95
9/9/2017,14:00:00,21.01,1.95,8.49,10.66,120.26,4.4,1.75,2.21,12.85
9/9/2017,14:15:00,21.06,1.95,8.48,10.73,121.18,4.65,1.63,2.2,12.88
9/9/2017,14:30:00,21.1,1.95,8.54,10.83,122.47,4.97,1.45,2.12,12.98
9/9/2017,14:45:00,21.13,1.95,8.58,10.93,123.59,4.7,1.58,2.2,12.89
9/9/2017,15:00:00,21.16,1.95,8.58,10.89,123.19,4.1,1.5,2.08,12.8
9/9/2017,15:15:00,21.2,1.94,8.54,10.87,123.15,4.46,1.6,2.12,12.85
9/9/2017,15:30:00,21.24,1.94,8.57,10.83,122.77,4.75,1.81,2.25,12.98
9/9/2017,15:45:00,21.24,1.94,8.5,10.67,120.96,4.47,1.96,2.14,12.98
9/9/2017,16:00:00,21.24,1.94,8.45,10.56,119.64,4.68,1.74,1.92,12.83
9/9/2017,16:15:00,21.21,1.94,8.49,10.65,120.6,4.49,2.04,2.03,12.85
