date,time,temp ,spcond (ms/cm),ph,Ox,do_persent,turbidity ,chlorophyll ,phycocyanin ,sysbattery
8/4/2017,19:30:00,25.82,1.0,8.61,10.54,129.79,1.9,1.95,1.11,12.46
8/4/2017,19:45:00,25.79,1.0,8.61,10.5,129.23,1.94,1.88,1.24,12.45
8/4/2017,20:00:00,25.77,1.0,8.59,10.48,128.93,1.43,1.78,1.1,12.44
8/4/2017,20:15:00,25.74,1.0,8.57,10.44,128.41,1.92,1.89,1.21,12.45
8/4/2017,20:30:00,25.74,1.0,8.55,10.39,127.85,2.46,1.87,1.27,12.43
8/4/2017,20:45:00,25.72,1.0,8.52,10.36,127.32,2.08,1.99,1.29,12.47
8/4/2017,21:00:00,25.7,1.01,8.53,10.33,126.94,1.71,1.87,1.24,12.4
8/4/2017,21:15:00,25.67,1.0,8.53,10.28,126.27,2.73,2.01,1.32,12.4
8/4/2017,21:30:00,25.67,1.0,8.55,10.25,125.95,2.53,1.78,1.23,12.43
8/4/2017,21:45:00,25.7,1.01,8.54,10.25,126.05,1.55,1.79,1.26,12.41
8/4/2017,22:00:00,25.68,1.01,8.54,10.23,125.69,1.91,1.99,1.32,12.41
8/4/2017,22:15:00,25.65,1.01,8.52,10.18,125.02,1.45,1.82,1.15,12.44
8/4/2017,22:30:00,25.64,1.01,8.51,10.12,124.29,2.08,1.86,1.15,12.42
8/4/2017,22:45:00,25.64,1.01,8.48,10.11,124.15,1.69,1.84,1.18,12.38
8/4/2017,23:00:00,25.61,1.01,8.43,9.99,122.58,0.99,1.54,1.31,12.41
8/4/2017,23:15:00,25.59,1.01,8.41,9.96,122.14,1.52,1.73,1.11,12.37
8/4/2017,23:30:00,25.56,1.01,8.42,9.93,121.81,1.85,1.62,1.15,12.37
8/4/2017,23:45:00,25.56,1.01,8.42,9.92,121.67,1.64,1.67,1.1,12.4
8/5/2017,0:00:00,25.54,1.01,8.42,9.92,121.55,1.34,1.87,1.32,12.38
8/5/2017,0:15:00,25.51,1.01,8.39,9.86,120.75,2.17,1.77,1.15,12.38
8/5/2017,0:30:00,25.48,1.01,8.4,9.81,120.07,1.45,1.75,1.41,12.36
8/5/2017,0:45:00,25.49,1.01,8.38,9.8,120.02,1.43,1.63,1.32,12.38
8/5/2017,1:00:00,25.46,1.01,8.37,9.76,119.45,1.65,1.71,1.11,12.35
8/5/2017,1:15:00,25.45,1.01,8.35,9.73,119.02,1.25,1.6,1.28,12.36
8/5/2017,1:30:00,25.43,1.01,8.35,9.7,118.6,2.29,1.56,1.1,12.4
8/5/2017,1:45:00,25.45,1.01,8.33,9.68,118.4,1.18,1.65,1.08,12.38
8/5/2017,2:00:00,25.43,1.01,8.29,9.55,116.77,2.23,1.57,1.1,12.38
8/5/2017,2:15:00,25.42,1.01,8.29,9.55,116.79,1.15,1.51,1.16,12.36
8/5/2017,2:30:00,25.39,1.01,8.32,9.61,117.41,2.02,1.58,1.68,12.33
8/5/2017,2:45:00,25.38,1.01,8.29,9.55,116.69,1.9,1.52,1.03,12.35
8/5/2017,3:00:00,25.39,1.01,8.29,9.52,116.37,1.6,1.58,1.12,12.34
8/5/2017,3:15:00,25.38,1.01,8.25,9.5,116.08,1.06,1.5,1.12,12.36
8/5/2017,3:30:00,25.35,1.01,8.23,9.42,115.08,1.16,1.56,1.03,12.34
8/5/2017,3:45:00,25.34,1.01,8.22,9.42,115.0,1.1,1.54,1.27,12.33
8/5/2017,4:00:00,25.33,1.01,8.21,9.34,114.06,0.71,1.37,0.71,12.35
8/5/2017,4:15:00,25.3,1.0,8.2,9.3,113.44,3.95,1.8,3.02,12.33
8/5/2017,4:30:00,25.27,1.0,8.17,9.28,113.13,1.61,1.52,1.04,12.33
8/5/2017,4:45:00,25.27,1.0,8.16,9.24,112.69,1.83,1.46,0.89,12.32
8/5/2017,5:00:00,25.26,1.0,8.12,9.09,110.78,0.81,1.48,0.94,12.3
8/5/2017,5:15:00,25.25,1.0,8.11,9.14,111.36,3.24,1.45,1.06,12.28
8/5/2017,5:30:00,25.24,1.0,8.09,9.17,111.71,1.1,1.08,1.15,12.33
8/5/2017,5:45:00,25.23,1.0,8.09,9.11,111.07,1.54,1.7,1.24,12.28
8/5/2017,6:00:00,25.23,1.0,8.08,9.09,110.72,1.16,1.48,0.73,12.33
8/5/2017,6:15:00,25.22,1.0,8.07,9.08,110.66,2.03,1.52,0.97,12.28
8/5/2017,6:30:00,25.22,1.0,8.04,9.02,109.9,1.59,1.42,1.07,12.28
8/5/2017,6:45:00,25.21,1.0,8.03,9.01,109.77,0.41,1.34,0.77,12.3
8/5/2017,7:00:00,25.2,1.0,8.0,8.96,109.13,11.99,1.67,0.98,12.33
8/5/2017,7:15:00,25.18,1.0,8.04,9.07,110.42,0.79,1.42,0.71,12.33
8/5/2017,7:30:00,25.18,1.0,8.04,9.07,110.47,0.34,1.31,0.99,12.28
8/5/2017,7:45:00,25.17,1.0,8.07,9.18,111.75,0.43,1.45,0.94,12.36
8/5/2017,8:00:00,25.18,1.0,8.06,9.14,111.23,1.04,1.47,0.92,12.34
8/5/2017,8:15:00,25.17,1.0,8.0,9.0,109.54,0.53,1.23,0.92,12.35
8/5/2017,8:30:00,25.17,1.01,8.04,9.08,110.54,0.27,1.35,0.96,12.36
8/5/2017,8:45:00,25.17,1.01,8.08,9.15,111.35,0.67,1.42,1.15,12.43
8/5/2017,9:00:00,25.22,1.01,8.15,9.33,113.65,0.89,1.37,0.98,12.47
8/5/2017,9:15:00,25.3,1.03,8.26,9.55,116.5,0.67,1.54,1.0,12.55
8/5/2017,9:30:00,25.36,1.03,8.28,9.59,117.2,0.92,1.46,1.04,12.48
8/5/2017,9:45:00,25.41,1.03,8.33,9.66,118.08,0.77,1.38,0.91,12.5
8/5/2017,10:00:00,25.39,1.03,8.32,9.66,118.02,1.17,1.69,1.07,12.46
8/5/2017,10:15:00,25.4,1.03,8.33,9.7,118.62,1.38,1.57,1.12,12.46
8/5/2017,10:30:00,25.46,1.03,8.37,9.83,120.33,1.08,1.6,1.2,12.42
8/5/2017,10:45:00,25.43,1.03,8.35,9.75,119.31,0.86,1.63,1.19,12.34
8/5/2017,11:00:00,25.39,1.02,8.28,9.6,117.33,1.47,1.57,1.11,12.35
8/5/2017,11:15:00,25.39,1.02,8.29,9.6,117.34,1.59,1.6,1.03,12.36
8/5/2017,11:30:00,25.37,1.02,8.25,9.54,116.5,1.6,1.59,1.06,12.34
8/5/2017,11:45:00,25.35,1.02,8.2,9.44,115.34,1.63,1.56,1.06,12.33
8/5/2017,12:00:00,25.33,1.02,8.2,9.42,114.98,1.99,1.42,1.12,12.28
8/5/2017,12:15:00,25.31,1.02,8.2,9.41,114.81,1.68,1.48,0.99,12.34
8/5/2017,12:30:00,25.3,1.02,8.21,9.45,115.33,1.05,1.45,1.23,12.4
8/5/2017,12:45:00,25.29,1.02,8.17,9.37,114.26,1.61,1.3,1.14,12.38
8/5/2017,13:00:00,25.28,1.02,8.16,9.37,114.34,1.5,1.43,1.05,12.36
8/5/2017,13:15:00,25.27,1.02,8.19,9.44,115.14,0.91,1.44,1.06,12.4
8/5/2017,13:30:00,25.35,1.02,8.37,9.78,119.46,1.1,2.04,1.37,12.46
8/5/2017,13:45:00,25.36,1.02,8.4,9.84,120.2,2.16,1.9,1.32,12.36
8/5/2017,14:00:00,25.34,1.02,8.37,9.8,119.65,1.55,1.81,1.27,12.38
8/5/2017,14:15:00,25.33,1.02,8.39,9.82,119.84,2.7,1.89,1.25,12.35
8/5/2017,14:30:00,25.33,1.02,8.4,9.87,120.55,1.99,1.92,1.38,12.36
8/5/2017,14:45:00,25.28,1.02,8.33,9.72,118.55,2.7,1.69,1.2,12.36
8/5/2017,15:00:00,25.27,1.02,8.31,9.72,118.53,1.95,1.74,1.31,12.38
8/5/2017,15:15:00,25.27,1.02,8.32,9.73,118.64,1.43,1.73,1.36,12.36
8/5/2017,15:30:00,25.27,1.02,8.34,9.77,119.16,2.41,1.67,1.46,12.35
8/5/2017,15:45:00,25.27,1.02,8.34,9.75,118.95,2.04,1.7,1.41,12.44
8/5/2017,16:00:00,25.25,1.02,8.26,9.62,117.25,1.47,1.51,1.22,12.4
8/5/2017,16:15:00,25.25,1.01,8.29,9.67,117.89,1.44,1.57,1.21,12.54
8/5/2017,16:30:00,25.24,1.02,8.22,9.58,116.71,1.08,1.5,1.25,12.34
8/5/2017,16:45:00,25.21,1.0,8.18,9.54,116.21,1.66,1.59,1.34,12.4
8/5/2017,17:00:00,25.19,1.0,8.16,9.5,115.72,2.06,1.49,1.23,12.37
8/5/2017,17:15:00,25.2,1.0,8.19,9.53,116.03,2.82,1.51,1.47,12.41
8/5/2017,17:30:00,25.18,1.0,8.1,9.46,115.17,2.46,1.53,1.15,12.34
8/5/2017,17:45:00,25.15,1.0,8.03,9.33,113.48,1.64,1.44,1.1,12.36
8/5/2017,18:00:00,25.12,0.99,8.0,9.24,112.37,1.3,1.43,1.1,12.39
8/5/2017,18:15:00,25.09,1.0,7.97,9.21,111.96,1.18,1.42,1.14,12.27
8/5/2017,18:30:00,25.1,1.0,7.94,9.14,111.11,1.76,1.55,1.1,12.28
8/5/2017,18:45:00,25.09,1.01,7.97,9.23,112.2,1.46,4.3,1.28,12.25
8/5/2017,19:00:00,25.07,1.0,7.93,9.1,110.57,1.37,1.34,1.08,12.36
8/5/2017,19:15:00,25.08,1.01,7.96,9.24,112.29,0.91,1.55,1.1,12.27
8/5/2017,19:30:00,25.06,1.01,7.92,9.14,110.98,1.18,1.39,1.27,12.27
8/5/2017,19:45:00,25.04,1.01,7.88,9.03,109.7,1.57,1.47,1.07,12.27
8/5/2017,20:00:00,25.05,1.01,7.88,9.01,109.41,1.4,1.67,1.32,12.24
8/5/2017,20:15:00,25.05,1.01,7.89,9.05,109.88,0.81,1.56,1.02,12.25
8/5/2017,20:30:00,25.02,1.01,7.85,8.96,108.82,1.04,1.54,1.09,12.25
8/5/2017,20:45:00,25.0,1.01,7.82,8.86,107.57,1.06,1.47,1.12,12.25
8/5/2017,21:00:00,24.99,1.0,7.85,8.92,108.2,1.12,1.46,1.08,12.25
8/5/2017,21:15:00,24.97,1.0,7.8,8.83,107.09,0.75,1.46,1.12,12.33
8/5/2017,21:30:00,24.96,1.0,7.86,8.96,108.58,1.2,1.54,1.16,12.27
8/5/2017,21:45:00,24.94,1.0,7.81,8.86,107.39,1.31,1.46,1.02,12.25
8/5/2017,22:00:00,24.94,1.0,7.86,8.93,108.27,1.11,1.39,0.99,12.25
8/5/2017,22:15:00,24.89,0.98,7.84,8.83,106.91,0.86,1.49,0.99,12.26
8/5/2017,22:30:00,24.85,0.98,7.85,8.82,106.78,0.67,1.43,1.35,12.25
8/5/2017,22:45:00,24.84,0.98,7.84,8.8,106.5,1.51,1.43,0.9,12.24
8/5/2017,23:00:00,24.79,0.98,7.82,8.77,106.02,1.22,1.42,0.91,12.23
8/5/2017,23:15:00,24.8,0.98,7.81,8.75,105.79,0.58,1.43,1.03,12.24
8/5/2017,23:30:00,24.78,0.98,7.8,8.71,105.28,0.6,1.44,0.83,12.24
8/5/2017,23:45:00,24.76,0.98,7.79,8.69,105.03,0.85,1.42,0.93,12.24
8/6/2017,0:00:00,24.76,0.98,7.76,8.64,104.43,1.27,1.32,1.18,12.22
8/6/2017,0:15:00,24.73,0.98,7.76,8.63,104.17,2.11,1.4,1.05,12.24
8/6/2017,0:30:00,24.71,0.98,7.76,8.6,103.84,0.64,1.32,1.07,12.23
8/6/2017,0:45:00,24.67,0.98,7.77,8.62,103.99,0.86,1.37,1.25,12.21
8/6/2017,1:00:00,24.66,0.98,7.74,8.52,102.72,0.67,1.3,0.97,12.22
8/6/2017,1:15:00,24.64,0.98,7.73,8.51,102.6,0.2,1.36,0.7,12.23
8/6/2017,1:30:00,24.62,0.98,7.73,8.48,102.15,0.3,1.29,1.04,12.22
8/6/2017,1:45:00,24.58,0.99,7.71,8.41,101.25,0.15,1.34,1.07,12.22
8/6/2017,2:00:00,24.57,0.99,7.71,8.42,101.4,0.52,1.23,0.84,12.21
8/6/2017,2:15:00,24.58,0.99,7.71,8.46,101.83,-0.02,1.33,1.23,12.21
8/6/2017,2:30:00,24.54,0.99,7.7,8.41,101.2,0.72,1.27,0.91,12.19
8/6/2017,2:45:00,24.54,0.99,7.7,8.41,101.13,0.53,1.33,1.14,12.21
8/6/2017,3:00:00,24.48,0.99,7.7,8.39,100.83,0.51,1.29,0.88,12.19
8/6/2017,3:15:00,24.45,0.99,7.7,8.38,100.61,1.01,1.38,1.68,12.22
8/6/2017,3:30:00,24.47,0.99,7.69,8.37,100.54,1.47,1.32,1.06,12.21
8/6/2017,3:45:00,24.44,0.99,7.67,8.32,99.85,0.23,1.21,1.0,12.19
8/6/2017,4:00:00,24.4,0.99,7.64,8.29,99.44,3.53,1.32,1.31,12.18
8/6/2017,4:15:00,24.4,0.99,7.64,8.26,99.08,0.32,1.26,1.12,12.22
8/6/2017,4:30:00,24.4,1.0,7.64,8.28,99.33,1.06,1.2,1.06,12.19
8/6/2017,4:45:00,24.4,0.99,7.6,8.23,98.72,1.07,1.2,0.9,12.19
8/6/2017,5:00:00,24.38,0.99,7.61,8.19,98.22,0.9,1.23,1.1,12.18
8/6/2017,5:15:00,24.37,1.0,7.63,8.26,99.03,0.24,1.22,1.13,12.13
8/6/2017,5:30:00,24.34,1.0,7.62,8.2,98.23,0.02,1.31,1.25,12.18
8/6/2017,5:45:00,24.34,1.01,7.63,8.28,99.25,0.96,1.27,0.98,12.19
8/6/2017,6:00:00,24.32,1.01,7.63,8.31,99.6,-0.09,1.14,1.0,12.19
8/6/2017,6:15:00,24.32,1.01,7.63,8.3,99.43,0.17,1.16,0.93,12.17
8/6/2017,6:30:00,24.33,1.02,7.62,8.27,99.13,0.73,1.13,1.08,12.21
8/6/2017,6:45:00,24.32,1.02,7.6,8.26,98.95,1.14,1.19,0.94,12.18
8/6/2017,7:00:00,24.3,1.02,7.61,8.27,99.03,0.25,1.09,0.94,12.19
8/6/2017,7:15:00,24.25,1.02,7.62,8.26,98.88,0.2,1.15,0.92,12.18
8/6/2017,7:30:00,24.25,1.02,7.61,8.24,98.68,0.26,1.09,0.86,12.19
8/6/2017,7:45:00,24.24,1.02,7.63,8.27,98.94,0.3,1.08,0.82,12.18
8/6/2017,8:00:00,24.24,1.02,7.62,8.28,99.14,1.17,1.02,0.89,12.19
8/6/2017,8:15:00,24.21,1.02,7.63,8.29,99.12,0.19,1.0,0.84,12.21
8/6/2017,8:30:00,24.22,1.02,7.63,8.35,99.82,0.74,1.01,0.95,12.19
8/6/2017,8:45:00,24.22,1.02,7.64,8.39,100.39,0.58,1.04,0.99,12.26
8/6/2017,9:00:00,24.22,1.02,7.66,8.45,101.02,1.21,1.01,0.99,12.34
8/6/2017,9:15:00,24.21,1.02,7.69,8.48,101.41,1.07,1.02,1.13,12.36
8/6/2017,9:30:00,24.22,1.02,7.7,8.5,101.66,0.81,1.07,0.97,12.38
8/6/2017,9:45:00,24.23,1.02,7.74,8.56,102.43,0.6,1.03,0.85,12.38
8/6/2017,10:00:00,24.25,1.02,7.74,8.57,102.53,0.51,1.08,0.93,12.44
8/6/2017,10:15:00,24.21,1.02,7.67,8.32,99.55,1.76,1.0,0.84,12.43
8/6/2017,10:30:00,24.23,1.02,7.64,8.29,99.21,0.95,1.04,1.15,12.48
8/6/2017,10:45:00,24.25,1.03,7.68,8.4,100.54,0.56,1.01,1.01,12.45
8/6/2017,11:00:00,24.24,1.03,7.68,8.45,101.15,1.34,0.97,0.84,12.56
8/6/2017,11:15:00,24.22,1.03,7.66,8.38,100.26,0.73,0.89,0.95,12.55
8/6/2017,11:30:00,24.17,1.02,7.68,8.42,100.66,0.48,0.94,0.93,12.59
8/6/2017,11:45:00,24.19,1.02,7.7,8.44,100.94,1.64,0.93,0.99,12.62
8/6/2017,12:00:00,24.23,1.01,7.75,8.56,102.38,1.24,0.96,1.09,12.68
8/6/2017,12:15:00,24.27,1.01,7.82,8.72,104.37,1.49,0.96,1.18,12.7
8/6/2017,12:30:00,24.27,1.01,7.8,8.65,103.53,1.08,0.92,0.96,12.72
8/6/2017,12:45:00,24.3,1.01,7.84,8.79,105.25,1.74,0.93,0.96,12.71
8/6/2017,13:00:00,24.41,1.02,7.85,8.78,105.41,1.51,0.93,0.94,12.77
8/6/2017,13:15:00,24.55,1.02,7.9,8.9,107.07,1.26,0.97,1.34,12.76
8/6/2017,13:30:00,24.66,1.02,8.11,9.31,112.22,1.54,1.03,1.12,12.73
8/6/2017,13:45:00,24.8,1.02,8.2,9.44,114.18,1.97,1.03,1.1,12.74
8/6/2017,14:00:00,24.85,1.02,8.21,9.5,114.93,2.38,1.05,1.19,12.73
8/6/2017,14:15:00,25.0,1.02,8.31,9.64,117.03,1.68,1.0,1.0,12.8
8/6/2017,14:30:00,25.0,1.02,8.35,9.74,118.23,1.56,1.07,1.35,12.77
8/6/2017,14:45:00,24.97,1.02,8.39,9.83,119.28,2.04,1.12,1.28,12.8
8/6/2017,15:00:00,25.06,1.02,8.43,9.95,120.89,1.59,1.07,1.32,12.8
8/6/2017,15:15:00,25.06,1.02,8.46,9.98,121.22,1.62,1.1,1.22,12.73
8/6/2017,15:30:00,25.07,1.02,8.49,10.06,122.18,1.85,1.1,1.15,12.77
8/6/2017,15:45:00,25.14,1.02,8.52,10.13,123.3,2.53,1.15,1.36,12.71
8/6/2017,16:00:00,25.14,1.02,8.53,10.13,123.28,1.7,1.11,1.33,12.79
8/6/2017,16:15:00,25.15,1.02,8.5,10.09,122.73,2.14,1.03,1.14,12.68
8/6/2017,16:30:00,25.14,1.02,8.56,10.22,124.38,2.78,1.12,1.19,12.78
8/6/2017,16:45:00,25.04,1.02,8.51,10.15,123.31,2.54,1.22,1.33,12.69
8/6/2017,17:00:00,24.91,1.01,8.44,10.13,122.73,2.82,1.2,1.42,12.7
8/6/2017,17:15:00,24.86,1.01,8.39,10.07,121.88,2.86,1.21,1.33,12.69
8/6/2017,17:30:00,24.91,1.02,8.48,10.22,123.82,2.39,1.21,1.32,12.68
8/6/2017,17:45:00,24.93,1.01,8.53,10.33,125.24,2.21,1.26,1.28,12.77
8/6/2017,18:00:00,24.99,1.02,8.63,10.49,127.23,3.45,1.24,1.45,12.73
8/6/2017,18:15:00,24.85,1.01,8.49,10.2,123.46,2.43,1.23,1.58,12.68
8/6/2017,18:30:00,24.8,1.01,8.44,10.12,122.35,1.78,1.21,1.43,12.61
8/6/2017,18:45:00,24.72,1.01,8.33,9.93,119.85,2.5,1.14,1.47,12.6
8/6/2017,19:00:00,24.7,1.01,8.34,9.9,119.51,2.02,1.17,1.54,12.56
8/6/2017,19:15:00,24.62,1.01,8.33,9.86,118.81,2.06,1.18,1.67,12.51
8/6/2017,19:30:00,24.58,1.0,8.26,9.83,118.37,1.82,1.29,1.63,12.43
8/6/2017,19:45:00,24.54,1.0,8.21,9.71,116.86,3.14,1.21,1.29,12.45
8/6/2017,20:00:00,24.54,1.0,8.16,9.64,115.99,2.23,1.28,1.41,12.51
8/6/2017,20:15:00,24.51,1.0,8.19,9.68,116.46,1.39,1.27,1.33,12.41
8/6/2017,20:30:00,24.51,1.0,8.24,9.76,117.4,2.95,1.12,1.6,12.39
8/6/2017,20:45:00,24.49,1.0,8.21,9.67,116.22,2.33,1.28,1.25,12.43
8/6/2017,21:00:00,24.47,1.0,8.32,9.86,118.44,1.75,1.42,1.94,12.38
8/6/2017,21:15:00,24.45,1.0,8.28,9.8,117.67,2.66,1.35,1.9,12.37
8/6/2017,21:30:00,24.43,1.0,8.2,9.58,115.08,5.84,0.97,1.41,12.46
8/6/2017,21:45:00,24.43,1.0,8.15,9.52,114.36,3.84,1.24,1.35,12.38
8/6/2017,22:00:00,24.42,1.0,8.24,9.68,116.23,2.32,1.25,1.55,12.38
8/6/2017,22:15:00,24.39,1.0,8.24,9.66,115.87,3.51,1.27,1.57,12.36
8/6/2017,22:30:00,24.39,1.01,8.16,9.49,113.87,1.33,1.28,1.51,12.45
8/6/2017,22:45:00,24.37,1.01,8.22,9.65,115.79,2.41,1.27,1.72,12.4
8/6/2017,23:00:00,24.36,1.01,8.16,9.51,114.05,2.0,1.26,1.53,12.34
8/6/2017,23:15:00,24.34,1.01,8.17,9.58,114.8,4.01,1.17,1.43,12.3
8/6/2017,23:30:00,24.3,1.01,8.17,9.54,114.27,1.75,1.29,1.86,12.34
8/6/2017,23:45:00,24.29,1.01,8.1,9.48,113.58,2.77,1.15,1.33,12.35
8/7/2017,0:00:00,24.28,1.01,8.07,9.42,112.83,2.08,1.18,1.59,12.33
8/7/2017,0:15:00,24.25,1.01,8.12,9.51,113.84,1.93,1.2,1.3,12.33
8/7/2017,0:30:00,24.2,1.01,8.12,9.45,112.94,3.47,0.97,1.58,12.39
8/7/2017,0:45:00,24.2,1.01,8.08,9.4,112.37,1.85,1.09,1.55,12.37
8/7/2017,1:00:00,24.19,1.01,8.02,9.28,110.99,3.16,1.16,1.42,12.34
8/7/2017,1:15:00,24.18,1.02,7.97,9.18,109.66,0.8,1.13,1.65,12.28
8/7/2017,1:30:00,24.15,1.02,7.94,9.09,108.56,2.15,1.09,1.36,12.39
8/7/2017,1:45:00,24.14,1.01,7.98,9.2,109.88,4.07,1.19,1.35,12.33
8/7/2017,2:00:00,24.11,1.02,7.94,9.11,108.76,3.58,1.5,1.68,12.28
8/7/2017,2:15:00,24.04,1.01,7.96,9.1,108.49,2.05,1.1,1.23,12.33
8/7/2017,2:30:00,24.07,1.01,7.97,9.17,109.37,1.63,1.12,1.87,12.28
8/7/2017,2:45:00,24.05,1.01,7.96,9.13,108.9,1.53,1.22,1.43,12.32
8/7/2017,3:00:00,24.03,1.01,7.95,9.09,108.41,2.5,1.15,1.58,12.38
8/7/2017,3:15:00,24.0,1.01,7.93,9.07,108.05,1.92,1.13,1.53,12.29
8/7/2017,3:30:00,23.98,1.02,7.9,9.07,108.02,2.52,1.09,1.4,12.27
8/7/2017,3:45:00,23.98,1.02,7.88,9.04,107.62,2.66,1.18,1.52,12.36
8/7/2017,4:00:00,23.97,1.02,7.88,8.99,107.05,1.96,1.1,1.5,12.27
8/7/2017,4:15:00,23.96,1.02,7.86,8.96,106.69,4.76,1.15,1.59,12.27
8/7/2017,4:30:00,23.94,1.02,7.87,8.94,106.4,1.34,1.07,1.84,12.28
8/7/2017,4:45:00,23.92,1.02,7.83,8.8,104.66,1.19,1.13,1.2,12.27
8/7/2017,5:00:00,23.91,1.02,7.84,8.84,105.13,2.12,1.14,1.92,12.28
8/7/2017,5:15:00,23.89,1.02,7.83,8.87,105.48,1.74,1.22,1.56,12.22
8/7/2017,5:30:00,23.89,1.03,7.83,8.85,105.25,1.74,1.25,2.18,12.25
8/7/2017,5:45:00,23.9,1.03,7.83,8.83,105.01,1.93,1.18,1.38,12.27
8/7/2017,6:00:00,23.87,1.03,7.81,8.82,104.8,0.7,1.21,1.49,12.25
8/7/2017,6:15:00,23.86,1.03,7.79,8.78,104.34,2.35,1.11,1.43,12.25
8/7/2017,6:30:00,23.86,1.03,7.78,8.73,103.78,2.46,1.06,1.22,12.35
8/7/2017,6:45:00,23.83,1.03,7.79,8.74,103.77,0.7,1.09,1.15,12.19
8/7/2017,7:00:00,23.84,1.03,7.77,8.67,102.97,2.65,1.14,1.44,12.25
8/7/2017,7:15:00,23.83,1.04,7.77,8.69,103.2,2.45,1.11,1.44,12.25
8/7/2017,7:30:00,23.82,1.04,7.78,8.7,103.34,0.57,1.16,2.73,12.25
8/7/2017,7:45:00,23.81,1.04,7.79,8.72,103.52,1.67,1.14,1.49,12.27
8/7/2017,8:00:00,23.79,1.04,7.75,8.59,101.98,-0.12,1.49,2.11,12.27
8/7/2017,8:15:00,23.78,1.04,7.74,8.59,101.89,1.59,0.97,1.12,12.25
8/7/2017,8:30:00,23.77,1.04,7.77,8.65,102.56,1.44,1.02,1.07,12.27
8/7/2017,8:45:00,23.76,1.03,7.79,8.68,102.99,2.9,1.16,2.81,12.29
8/7/2017,9:00:00,23.77,1.03,7.82,8.78,104.15,1.14,0.95,1.52,12.36
8/7/2017,9:15:00,23.81,1.03,7.89,8.94,106.07,2.94,1.04,1.1,12.4
8/7/2017,9:30:00,24.12,1.03,8.16,9.46,112.96,4.0,0.97,1.61,12.45
8/7/2017,9:45:00,24.14,1.02,8.22,9.55,114.01,0.64,1.02,1.13,12.46
8/7/2017,10:00:00,24.15,1.02,8.22,9.56,114.24,1.9,1.01,1.17,12.45
8/7/2017,10:15:00,24.15,1.02,8.25,9.71,116.04,2.53,1.07,1.5,12.63
8/7/2017,10:30:00,24.15,1.02,8.28,9.76,116.62,2.25,1.06,1.45,12.5
8/7/2017,10:45:00,24.13,1.02,8.27,9.76,116.53,2.93,1.02,1.72,12.49
8/7/2017,11:00:00,24.14,1.02,8.3,9.81,117.22,2.81,1.07,1.46,12.51
8/7/2017,11:15:00,24.1,1.03,8.28,9.77,116.64,3.03,1.03,1.41,12.44
8/7/2017,11:30:00,24.06,1.03,8.18,9.56,113.97,2.25,0.98,1.28,12.48
8/7/2017,11:45:00,24.03,1.03,8.14,9.5,113.22,3.3,1.02,1.4,12.55
8/7/2017,12:00:00,23.98,1.03,8.07,9.35,111.39,2.08,0.97,1.47,12.57
8/7/2017,12:15:00,24.01,1.03,8.13,9.52,113.4,3.86,1.06,1.53,12.68
8/7/2017,12:30:00,24.04,1.03,8.23,9.67,115.26,2.5,1.02,1.49,12.6
8/7/2017,12:45:00,23.87,1.0,8.15,9.54,113.36,3.51,1.23,1.5,12.59
8/7/2017,13:00:00,23.88,1.0,8.2,9.62,114.35,3.7,1.23,1.9,12.66
8/7/2017,13:15:00,23.86,1.0,8.17,9.55,113.52,3.57,1.25,1.82,12.58
8/7/2017,13:30:00,23.85,1.0,8.16,9.55,113.37,3.52,1.2,1.95,12.51
8/7/2017,13:45:00,23.86,1.01,8.15,9.53,113.26,2.51,1.12,1.43,12.6
8/7/2017,14:00:00,23.89,1.01,8.22,9.67,114.99,3.91,1.08,1.69,12.62
8/7/2017,14:15:00,23.84,1.01,8.14,9.52,113.12,4.06,1.1,1.67,12.52
8/7/2017,14:30:00,23.87,1.01,8.18,9.59,113.92,3.52,1.13,1.47,12.52
8/7/2017,14:45:00,23.9,1.02,8.28,9.77,116.21,4.06,1.14,1.9,12.53
8/7/2017,15:00:00,23.86,1.02,8.19,9.62,114.27,4.0,1.24,1.76,12.51
8/7/2017,15:15:00,23.82,1.01,8.05,9.38,111.4,2.34,1.11,1.54,12.47
8/7/2017,15:30:00,23.82,1.02,8.15,9.55,113.36,3.46,1.16,1.58,12.45
8/7/2017,15:45:00,23.81,1.02,8.11,9.5,112.82,3.69,1.13,1.63,12.49
8/7/2017,16:00:00,23.81,1.03,8.04,9.39,111.48,3.26,1.16,1.69,12.48
8/7/2017,16:15:00,23.82,1.02,8.11,9.49,112.7,3.79,1.15,1.61,12.55
8/7/2017,16:30:00,23.8,1.03,8.11,9.5,112.74,2.87,1.16,1.45,12.46
8/7/2017,16:45:00,23.8,1.03,8.08,9.45,112.19,3.03,1.06,1.4,12.45
8/7/2017,17:00:00,23.76,1.03,8.05,9.44,111.94,3.03,1.0,1.63,12.43
8/7/2017,17:15:00,23.76,1.03,8.03,9.43,111.82,3.57,1.16,1.66,12.41
8/7/2017,17:30:00,23.72,1.03,8.02,9.4,111.37,3.43,1.13,1.5,12.41
8/7/2017,17:45:00,23.69,1.03,8.0,9.37,111.0,2.95,1.01,1.58,12.34
8/7/2017,18:00:00,23.65,1.03,7.99,9.32,110.35,2.95,1.2,1.51,12.35
8/7/2017,18:15:00,23.63,1.03,7.96,9.27,109.63,2.76,1.19,1.51,12.36
